Isin,IE0003864109
Isin,GB0002074580
Isin,GB00BF5H9P87
Isin,GB00B63QSB39
Isin,GB00B04V1276
Isin,GG00B4L0PD47
Isin,GB00BZ14BX56
Isin,GB0004161021
Isin,GB00B1V9NW54
Isin,GB00BJ0LT190
Isin,GB00BJLP1Y77
Isin,GB0004270301
Isin,GB00BK7YQK64
Isin,GB00B1FW5029
Isin,GB0004228648
Isin,GB0009065060
Isin,GB00BYYTFB60
Isin,BMG4593F1389
Isin,GB00BJVQC708
Isin,GG00BR30MJ80
Isin,GB0005576813
Isin,GB00BYXJC278
Isin,GB0003292009
Isin,GB0031232498
Isin,GB00B06QFB75
Isin,GB00BD45SH49
Isin,GB00BGLP8L22
Isin,GB00B61TVQ02
Isin,GB00BRS65X63
Isin,GB00B188SR50
Isin,GB00B17BBQ50
Isin,GB00B128J450
Isin,GB0033986497
Isin,JE00BYVQYS01
Isin,GB00BKZGVH64
Isin,GB0001638955
Isin,GB0000197722
Isin,GB00BMTS0Z37
Isin,GB0001740025
Isin,GG00BJL5FH87
Isin,GB00BVC3CB83
Isin,GB00BMXWN182
Isin,JE00BF4X3P53
Isin,GB00B53P2009
Isin,GB00BCRX1J15
Isin,GB00BZ0D6727
Isin,GB0007388407
Isin,GB00B4WFW713
Isin,BMG5361W1047
Isin,GB0031429219
Isin,GB00BYQ46T41
Isin,GB00B1FP6H53
Isin,GB00BJ1F4N75
Isin,GB00B8HX8Z88
Isin,GB0006027295
Isin,GB0005758098
Isin,GB0008085614
Isin,GB0031274896
Isin,GB0030517261
Isin,GB00B1ZBKY84
Isin,GB00BF4JDH58
Isin,GB0006043169
Isin,GB00B012BV22
Isin,GB0004657408
Isin,GB0006111123
Isin,GB0006111909
Isin,GB00BJHPLV88
Isin,GB00B01QGK86
Isin,GB00BH3VJ782
Isin,GB0006215205
Isin,GB00BLDRH360
Isin,GB00BDFBVT43
Isin,GB0006650450
Isin,GB0030232317
Isin,GB00B2NGPM57
Isin,GB0004148507
Isin,GB0004220025
Isin,GB00BJ62K685
Isin,GB00B7N0K053
Isin,GB00B1Z4ST84
Isin,GB00BYRJ5J14
Isin,IL0011284465
Isin,GB0006827546
Isin,GB00B18V8630
Isin,GB0031544546
Isin,GB00BY2Z0H74
Isin,IM00B7S9G985
Isin,GB00B19Z1432
Isin,GB00BDCXV269
Isin,GB00B0WMWD03
Isin,GB0002148343
Isin,GB0007366395
Isin,GB00BG11K365
Isin,GB00B41H7391
Isin,NL0012650360
Isin,GB00BDVZYZ77
Isin,GB00B1L5QH97
Isin,GB00BVFNZH21
Isin,GB00B0YG1K06
Isin,GB00B1N7Z094
Isin,GB0007873697
Isin,GB00BYWVDP49
Isin,GB00BYZDVK82
Isin,GB0007918872
Isin,GG00BV54HY67
Isin,GB0007990962
Isin,GB00BKDM7X41
Isin,GB0007291015
Isin,GB00B2PDGW16
Isin,JE00BVRZ8S85
Isin,GB00B0CRWN59
Isin,GG00BFYT9H72
Isin,GB0004726096
Isin,GG00B1W3VF54
Isin,GB0007973794
Isin,GB00BGJWTR88
Isin,GB00BGBN7C04
Isin,GB00B135BJ46
Isin,GB0003308607
Isin,GG00B8P59C08
Isin,GB0009887422
Isin,GB0008754136
Isin,JE00BMDZN391
Isin,GB0008829292
Isin,GB0008794710
Isin,GB00BYQB9V88
Isin,GB0001500809
Isin,GB0008825324
Isin,GB00BK9RKT01
Isin,GG00BBHX2H91
Isin,GB00BKDTK925
Isin,GB0009064097
Isin,DE000TUAG000
Isin,IE0033024807
Isin,GB00B19Z2J52
Isin,GB00B8SC6K54
Isin,GB0009123323
Isin,GB00BDFGHW41
Isin,GB0006928617
Isin,GB0009292243
Isin,GB00BKM2MW97
Isin,KYG9361H1092
Isin,GB00BD6GN030
Isin,GG00BYXVT888
Isin,GB00B82YXW83
Isin,GB0001859296
Isin,GB00BDGT2M75
Isin,GB00B5N0P849
Isin,GB00BL6C2002
Isin,JE00BN574F90
Isin,GB00B67G5X01
Isin,GB00BJDQQ870
Isin,GB00BJTRSD38
Isin,GB0003385308
Isin,SG9999003735
Isin,JP9010C00002
Isin,JP3718800000
Isin,JP3625000009
Isin,JP3599000001
Isin,JP3891600003
Isin,JP3351200005
Isin,JP3876600002
Isin,JP3549600009
Isin,JP3903000002
Isin,JP3789000001
Isin,JP3885780001
Isin,JP3294460005
Isin,JP3371200001
Isin,JP3402600005
Isin,JP3900000005
Isin,JP3502200003
Isin,JP3305530002
Isin,JP3256000005
Isin,JP3638600001
Isin,JP3224200000
Isin,JP3762600009
Isin,JP3443600006
Isin,JP3888300005
Isin,JP3827200001
Isin,JP3134800006
Isin,JP3863800003
Isin,JP3190000004
Isin,JP3897700005
Isin,JP3407400005
Isin,JP3305990008
Isin,JP3165000005
Isin,JP3358800005
Isin,JP3158800007
Isin,JP3811000003
Isin,JP3672400003
Isin,JP3183200009
Isin,JP3768600003
Isin,JP3551520004
Isin,JP3613400005
Isin,JP3137200006
Isin,JP3890310000
Isin,JP3210200006
Isin,JP3205800000
Isin,JP3970300004
Isin,JP3633400001
